ETC_00000000_000000	語包版本 : 2020/01/01/13:39
ETC_20180827_035883	算了…待會巴伊爾要是下來，情況就會不一樣了吧？
ETC_20180827_035884	謝謝，託你的福，現在大概可以安心了…
ETC_20180827_035885	話說，阿達育斯和其餘的人有平安回去嗎？
ETC_20180827_035886	以後再也不會發生同伴犧牲的悲劇了吧？
ETC_20180827_035887	這次的收復工作，大概會是我最難忘的一件事了。
ETC_20180827_035888	偉大的同伴們，他們的犧牲沒有白費。
ETC_20180827_035889	很慶幸星之塔奪回來了，但一想到為此犧牲的同伴們，心裡還是…
ETC_20180827_035890	收復星之塔是喜事…但為什麼我會流淚呢…
ETC_20180827_035891	謝謝你！多虧有你，星之塔奪回來了！
ETC_20180827_035892	現在是新的開始，第一項工作就是復原奪回來的星之塔。
ETC_20180827_035893	奪回來的星之塔啊…之後若是換團長，希米爾家門的人應該也會改變主意吧？
ETC_20180827_035894	算了，他們已經是決心成為龍騎士之人，不可能那樣的。
ETC_20180827_035895	我們還是做到了，這將會留名青史。
ETC_20180827_035896	由於諸多不滿而離開的同伴們無法參與這種歷史性的事件，有點可惜啊。
ETC_20180827_035897	終於能放下心中的大石了嗎？說實話，我剛剛被突襲嚇了一大跳…呼…辛苦你了！
ETC_20180827_035898	這次的事情結束後，我想前往集布理納斯森林。想追溯一下過去夏班史達的蹤跡。
ETC_20180827_035899	身為老鳥，這次事情確實解決後，我就要努力訓練新人了。
ETC_20180827_035900	依克拉斯最後露出了醜陋的一面…星之塔的噩夢結束了呀。
ETC_20180827_035901	哦！啟示者！謝謝你，多虧有你，大家都有了笑容！
ETC_20180827_035902	既然已經找回夏班史達的驕傲，現在是時候該重建這份榮譽了。
ETC_20180827_035903	戰爭應該結束了對吧？不會再有人傷亡了…對嗎？
ETC_20180827_035904	呼…光是不會再有傷亡的同伴這件事，就足以讓我放心了。
ETC_20180827_035905	聽說奪回星之塔了…我的血沒有白流，真是太好了，呃…
ETC_20180827_035906	在絕望的狀況下，你成為了我們的曙光，真的很謝謝你。
ETC_20180827_035907	以後再也不用看見悲劇了，真的很謝謝你。
ETC_20180827_035908	現在得將這些物資搬到塔裡去。
ETC_20180827_035909	奪回來是很好，但我還要和這些物資打仗。
ETC_20180827_035910	啊，啟示者，謝謝你。多虧了你，現在可以放心了。
ETC_20180827_035911	以後應該不會再有人受傷了，謝謝。
ETC_20180827_035912	正在去除湖水苔癬
ETC_20180827_035913	已去除湖水苔癬
ETC_20180827_035914	已去除足夠的湖水苔癬。{nl}請回去找抵抗軍馬伊特。
ETC_20180827_035915	正在採集湖水魚
ETC_20180827_035916	已採集湖水魚
ETC_20180827_035917	已採集足夠的湖水魚。{nl}請將採集的湖水魚交給抗軍莫蘭。
ETC_20180827_035918	查看衣服內側
ETC_20180827_035919	查看緊握的手
ETC_20180827_035920	查看袖子裡面
ETC_20180827_035921	查看口袋
ETC_20180827_035922	這對亡者似乎不禮貌。
ETC_20180827_035923	已獲得水盤設施管理文件！
ETC_20180827_035924	已發現染血的紙條！
ETC_20180827_035925	已查看
ETC_20180827_035926	已獲得可用的魔法石
ETC_20180827_035927	已收集足夠的魔法石。{nl}請回去找抗軍副司令官克倫。
ETC_20180827_035928	已打倒魔族
ETC_20180827_035929	啊！你平安無事啊！
ETC_20180827_035930	放上1個魔法石
ETC_20180827_035931	放上2個魔法石
ETC_20180827_035932	放上3個魔法石
ETC_20180827_035933	正在放上魔法石
ETC_20180827_035934	已放上魔法石！
ETC_20180827_035935	放上魔法石的順序錯誤！{nl}請重新確認順序！
ETC_20180827_035936	魔法陣有反應！{nl}請持續移動！
ETC_20180827_035937	由於移動的順序錯誤，魔法陣彈開了！
ETC_20180827_035938	依序發光的魔法陣應該是提示！
ETC_20180827_035939	正在裝淨化之水
ETC_20180827_035940	已將淨化之水裝滿水袋！
ETC_20180827_035941	淨化之水一碰觸身體，水螅就暈倒了！
ETC_20180827_035942	正在採集里亞斯草
ETC_20180827_035943	已採集里亞斯草
ETC_20180827_035944	已採集足夠的里亞斯草。{nl}請回去找抵抗軍馬伊特。
ETC_20180827_035945	正在使用精煉粉末
ETC_20180827_035946	由於精煉粉末的關係，魔族暈倒了！{nl}請打倒魔族！
ETC_20180827_035947	對精煉粉末有反應的魔族暴走了！{nl}請打倒魔族！
ETC_20180827_035948	已充分確認里亞斯草精煉粉末的效果。{nl}請回去向抗軍馬伊特報告這件事。
ETC_20180827_035949	水盤控制裝置開始反應！{nl}請和抗軍副官貝稜對話。
ETC_20180827_035950	放上魔法石的個數錯誤！{nl}請再次放上魔法石！
ETC_20180827_035951	正在查看土堆
ETC_20180827_035952	已解除陷阱！
ETC_20180827_035953	隱藏的陷阱
ETC_20180827_035954	你好面生…你是怎麼進來的？
ETC_20180827_035955	感覺你有點可疑…
ETC_20180827_035956	你有事找我嗎？
ETC_20180827_035957	你有話想說嗎？
ETC_20180827_035958	這事你是從哪聽說的？看來不能繼續待在這裡了 。
ETC_20180827_035959	嗯…看來還是需要時間考慮。
ETC_20180827_035960	正以勒溫所說的話說服中
ETC_20180827_035961	已攏絡中立傾向的團員
ETC_20180827_035962	夏班史達團員
ETC_20180827_035963	正在灑毒
ETC_20180827_035964	已對補給物資灑毒
ETC_20180827_035965	已對附近的補給物資灑毒！
ETC_20180827_035966	由於看守的偵察兵，沒辦法再灑毒。{nl}請等周遭沒有偵察兵的時候再試。
ETC_20180827_035967	喂，你在那裡做什麼？
ETC_20180827_035968	補給物資與抗軍防禦失敗
ETC_20180827_035969	正在感應魔力
ETC_20180827_035970	魔力感應石產生反應，冒出了隱藏的移動魔法陣！
ETC_20180827_035971	感應石在這個附近沒有反應
ETC_20180827_035972	正在破壞移動魔法陣
ETC_20180827_035973	已破壞移動魔法陣！{nl}請告訴抵抗軍拉穆羅斯長老這件事。
ETC_20180827_035974	正在收集
ETC_20180827_035975	已獲得古代圓盤碎片
ETC_20180827_035976	請查看上方的控制裝置！
ETC_20180827_035977	正在操作控制裝置
ETC_20180827_035978	魔法陣顏色改變了
ETC_20180827_035979	啟示者前方出現了某種東西！
ETC_20180827_035980	正在放上古代圓盤
ETC_20180827_035981	連續進入相同的魔法陣，所有的魔法陣變回了原來的狀態！
ETC_20180827_035982	已獲得洞悉真相的寶珠！
ETC_20180827_035983	正在埋藏寶珠
ETC_20180827_035984	已埋藏寶珠！
ETC_20180827_035985	正在撿拾石頭
ETC_20180827_035986	已獲得蘊含湖水氣息之石
ETC_20180827_035987	已收集足夠的石頭。{nl}請回去找抵抗軍拉穆羅斯長老。
ETC_20180827_035988	放上1個石頭
ETC_20180827_035989	放上2個石頭
ETC_20180827_035990	放上3個石頭
ETC_20180827_035991	正在放上石頭
ETC_20180827_035992	已放上石頭！
ETC_20180827_035993	放上石頭的順序錯誤！{nl}請再次確認順序！
ETC_20180827_035994	一碰到移動的防禦裝置，身體就被彈開了！
ETC_20180827_035995	已成功啟動保護魔法陣！
ETC_20180827_035996	我追隨的指揮官竟然是魔族…
ETC_20180827_035997	這麼說，我一直都是聽從魔族的指示行動嗎…
ETC_20180827_035998	有什麼事？
ETC_20180827_035999	你想說什麼嗎？
ETC_20180827_036000	實在太混亂了，請給我時間想想。
ETC_20180827_036001	就算是為了星之塔的同伴，也應當欣然協助。
ETC_20180827_036002	正在攏絡
ETC_20180827_036003	已攏絡動搖的團員
ETC_20180827_036004	動員的夏班史達團員
ETC_20180827_036005	試著操作控制裝置
ETC_20180827_036006	將所有的控制裝置回復原本的狀態
ETC_20180827_036007	不碰
ETC_20180827_036008	水盤控制裝置開始反應！{nl}請確認水盤！
ETC_20180827_036009	放上石頭的個數錯誤！{nl}請再放一次石頭！
ETC_20180827_036010	我很敏感，不要跟我說話
ETC_20180827_036011	我很忙，下次再說
ETC_20180827_036012	正在吸收氣息
ETC_20180827_036013	已吸收魔法石的氣息！{nl}請破壞失去氣息的魔法石！
ETC_20180827_036014	正在破壞魔法石
ETC_20180827_036015	已破壞失去氣息的魔法石！
ETC_20180827_036016	請用吸收石先吸收氣息！
ETC_20180827_036017	正在收集天然黑曜石
ETC_20180827_036018	已收集天然黑曜石
ETC_20180827_036019	已收集足夠的天然黑曜石。{nl}請將收集來的黑曜石交給造箭者弗雷塔。
ETC_20180827_036020	已收集賀敏公爵的羽毛
ETC_20180827_036021	已集齊足夠的賀敏公爵羽毛。{nl}請將收集來的羽毛交給造箭者弗雷塔。
ETC_20180827_036022	正在採集吉普利特草
ETC_20180827_036023	已採集吉普利特草
ETC_20180827_036024	已採集足夠的吉普利特草。{nl}請將採集的吉普利特草交給獵人奧爾特。
ETC_20180827_036025	正在設置陷阱
ETC_20180827_036026	已設置陷阱
ETC_20180827_036027	和遊俠莫爾比歐、造箭者弗雷塔同行後，請設置陷阱！
ETC_20180827_036028	那裡有痕跡！
ETC_20180827_036029	這附近看起來沒有痕跡。
ETC_20180827_036030	正在確認痕跡
ETC_20180827_036031	已確認弗貝塔的痕跡
ETC_20180827_036032	再也看不到弗貝塔的痕跡。{nl}請和遊俠莫爾比歐對話。
ETC_20180827_036033	這個附近似乎沒有弗貝塔的痕跡。{nl}請回去可能會有痕跡的地區。
ETC_20180827_036034	已獲得賀敏公爵的肉片
ETC_20180827_036035	已收集足夠的賀敏公爵的肉片。{nl}請回去找獵人奧爾特，將收集的肉片交給他。
ETC_20180827_036036	正在採集水草
ETC_20180827_036037	已採集帕斯圖水草
ETC_20180827_036038	已採集足夠的帕斯圖水草。{nl}請回去找獵人奧爾特，將採集的水草交給他。
ETC_20180827_036039	在洞窟內發現了寶箱！{nl}請找到寶箱獲得獎勵！
ETC_20180827_036040	獻上1個凝聚魔力的綠色結晶當作祭物
ETC_20180827_036041	獻上10個凝聚魔力的綠色結晶當作祭物
ETC_20180827_036042	獻上15個凝聚魔力的綠色結晶當作祭物
ETC_20180827_036043	獻上20個凝聚魔力的綠色結晶當作祭物
ETC_20180827_036044	獻上祭物
ETC_20180827_036045	要獻上的祭物道具不足
ETC_20180827_036046	獻上1個凝聚魔力的紅色結晶當作祭物
ETC_20180827_036047	獻上10個凝聚魔力的紅色結晶當作祭物
ETC_20180827_036048	獻上15個凝聚魔力的紅色結晶當作祭物
ETC_20180827_036049	獻上20個凝聚魔力的紅色結晶當作祭物
ETC_20180827_036050	獻上1個凝聚魔力的黃色結晶當作祭物
ETC_20180827_036051	獻上10個凝聚魔力的黃色結晶當作祭物
ETC_20180827_036052	獻上15個凝聚魔力的黃色結晶當作祭物
ETC_20180827_036053	獻上20個凝聚魔力的黃色結晶當作祭物
ETC_20180827_036054	已獲得全部每日完成獎勵
ETC_20180827_036055	現在不能獻上祭物
ETC_20180827_036056	已在碑石上獻上祭物
ETC_20180827_036057	放上1個晶球
ETC_20180827_036058	放上10個晶球
ETC_20180827_036059	放上15個晶球
ETC_20180827_036060	放上20個晶球
ETC_20180827_036061	正在放上晶球
ETC_20180827_036062	一放上晶球，魔法陣的魔力就變強了。
ETC_20180827_036063	含有魔力的晶球不足
ETC_20180827_036064	魔法陣的魔力很弱，沒有任何反應。
ETC_20180827_036065	現在沒有辦法碰魔法陣
ETC_20180827_036066	魔法陣利用強力的波長使周遭怪物暈厥
ETC_20180827_036067	仔細查看
ETC_20180827_036068	請從湧上來的怪物手中保護水晶球！
ETC_20180827_036069	水晶球的氣息微弱，沒有反應。
ETC_20180827_036070	對水晶球的氣息做出反應的怪物湧了上來！{nl}請從湧上來的怪物手中保護水晶球！
ETC_20180827_036071	保護水晶球失敗
ETC_20180827_036072	保護水晶球成功！{nl}水晶球散發出強力的氣息，所有的怪物都變弱了！
ETC_20180827_036073	離保護水晶球剩下2分鐘
ETC_20180827_036074	離保護水晶球剩下1分鐘
ETC_20180827_036075	沒有可使用的技能。
ETC_20180827_036076	沒有開始公會任務的權限。
ETC_20180827_036077	購買完成
ETC_20180827_036078	販賣完成
ETC_20180827_036079	取消販賣
ETC_20180827_036080	錯誤的材料目錄形式 : {MSG}
ETC_20180827_036081	請求過早，請稍候再試。
ETC_20180827_036082	目前正在待機
ETC_20180827_036083	主武器攻擊時傷害
ETC_20180827_036084	輔助武器攻擊時傷害
ETC_20180827_036085	BOSS對象傷害
ETC_20180827_036086	物理傷害減少
ETC_20180827_036087	魔法傷害減少
ETC_20180827_036088	PVP 傷害
ETC_20180827_036089	PVP 傷害減少
ETC_20180827_036090	暴擊發生時傷害
ETC_20180827_036091	格擋貫穿
ETC_20180827_036092	格擋
ETC_20180827_036093	已重置為預設值。
ETC_20180827_036094	該位置無法搭乘。
ETC_20180827_036095	已檢舉，請稍候再試。
ETC_20180827_036096	無法參與副本。
ETC_20180827_036097	此角色已受到檢舉，請稍候再試。
ETC_20180827_036098	重置鬥牛舞再使用等待時間！
ETC_20180827_036099	挑戰模式入場增加 +{COUNT}次
ETC_20180827_036100	PP Party EXP Bonus
ETC_20180827_036101	PP Weapon/Armor Rental
ETC_20180827_036102	Use PP chance to enter the Challenge Mode?
ETC_20180827_036103	淡粉紅色
ETC_20180827_036104	嬰兒粉紅色
ETC_20180827_036105	抗軍副官
ETC_20180827_036106	魔族召喚傳點
ETC_20180827_036107	自滿的團員
ETC_20180827_036108	嘆氣的團員
ETC_20180827_036109	醫療團員
ETC_20180827_036110	受傷的團員
ETC_20180827_036111	第1防禦裝置
ETC_20180827_036112	第2防禦裝置
ETC_20180827_036113	監視的團員
ETC_20180827_036114	透明化控制裝置
ETC_20180827_036115	升降機管理裝置
ETC_20180827_036116	抗軍副官阿爾卡迪尤斯
ETC_20180827_036117	物資團員
ETC_20180827_036118	微微發光的物體
ETC_20180827_036119	怪異的土堆
ETC_20180827_036120	夏班史達偵察兵
ETC_20180827_036121	祭壇控制裝置
ETC_20180827_036122	依那斯
ETC_20180827_036123	造箭者弗雷塔
ETC_20180827_036124	還原的陷阱
ETC_20180827_036125	廢都18_1
ETC_20180827_036126	獨特遠征隊副本
ETC_20180827_036127	驅魔師達伊比斯
ETC_20180827_036128	史萊姆法師
ETC_20180827_036129	遠處有人正在跑過來
ETC_20180827_036130	補給物資正在被破壞！
ETC_20180827_036131	抵抗軍有危險！
ETC_20180827_036132	可移動至對岸的傳點已開啟。
ETC_20180827_036133	阻攔去路的門已開啟
ETC_20180827_036134	可移動至下個地區的傳點已開啟。
ETC_20180827_036135	抵抗軍支援兵
ETC_20180827_036136	支援兵死亡人數超過20人以上時失敗
ETC_20180827_036137	後續支援兵抵達！
ETC_20180827_036138	請在3分鐘內保護支援兵，讓死亡人數不超過20人！
ETC_20180827_036139	魔族突襲了陣地！{nl}請打退突襲的魔族！
ETC_20180827_036140	魔族又增多了！{nl}請打退持續襲來的魔族！
ETC_20180827_036141	魔族突襲了陣地前方！{nl}請打退持續襲來的魔族！
ETC_20180827_036142	魔族突襲了陣地！{nl}請打倒持續襲來的魔族！
ETC_20180827_036143	任務成功 : 20秒後返回村莊。
ETC_20180827_036144	所有組隊成員均無法再戰鬥，亞佳伊拉弗羅里的計畫失敗。{nl}60秒後往出口移動。
ETC_20180827_036145	任務失敗 : 60秒後往入口移動。
ETC_20180827_036146	30秒後移動到入場位置。
ETC_20180827_036147	20秒後移動到入場位置。
ETC_20180827_036148	10秒後移動到入場位置。
ETC_20180827_036149	結界裝置
ETC_20180827_036150	你來啦！拆除裝置的時候，請保護我！
ETC_20180827_036151	亞佳伊拉弗羅里在找你！{nl}請和亞佳伊拉弗羅里對話。
ETC_20180827_036152	依據亞佳伊拉弗羅里所言，請往下個場所移動！
ETC_20180827_036153	請打倒魔族！
ETC_20180827_036154	請打倒破壞紅色境界石的魔族！
ETC_20180827_036155	已從魔族手中守住境界石！{nl}請往下個地區移動。
ETC_20180827_036156	由於紅色境界石被破壞，吉特涅發現了。{nl}60秒後往入口移動。
ETC_20180827_036157	境界石殘餘HP量：50%
ETC_20180827_036158	境界石殘餘HP量：30%
ETC_20180827_036159	境界石殘餘HP量：10%
ETC_20180827_036160	請打倒擋在前方的蠱惑惡靈！
ETC_20180827_036161	請打倒蠱惑惡靈！
ETC_20180827_036162	已打退蠱惑惡靈！{nl}請往下個地區移動。
ETC_20180827_036163	無法在時間內打退蠱惑惡靈，沒辦法阻止吉特涅的計畫。{nl}60秒後往入口移動。
ETC_20180827_036164	請在時間內解開暗號，開啟傳點！
ETC_20180827_036165	請根據亞佳伊拉弗羅里所言，移動至各個場所。{nl}接著找出能解開暗號的線索，將暗號解開後開啟傳點！
ETC_20180827_036166	已解開暗號並生成傳點！{nl}請藉由傳點，移動至下個地區。
ETC_20180827_036167	無法在時間內解開暗號，沒辦法阻止吉特涅的計畫。{nl}60秒後往入口移動。
