QUEST_00000000_000000	UTF-8-DOM問題迴避用
QUEST_20180827_010217	這樣軟弱的我們去對抗魔族，就等於是叫魔神吉特涅殺死我們一樣。{nl}與其被魔族抓住，還不如離開這裡去安靜的地方生活。
QUEST_20180827_010218	你打算拋棄痛苦的姊妹們，然後自己生活嗎？
QUEST_20180827_010219	被女神給拋棄的我們，要怎麼去對抗魔族救出姊妹們呢？
QUEST_20180827_010220	茲莎伊亞，我們沒有對抗魔族的力量。{nl}我們要救出姊妹們後，前往女神所在的地方。
QUEST_20180827_010221	佛拉德，女神只是暫時以祂們的方式去對抗魔族而已，並沒有拋棄我們。{nl}對女神抱點信任吧。
QUEST_20180827_010222	啟示者。{nl}請救出因為陷阱而快要還原成神樹的茲莎伊亞。
QUEST_20180827_010223	都準備好了嗎？那麼就往第12層前進吧，{nl}我先出發了。
QUEST_20180827_010224	這邊的箭雨停了。{nl}接下來要消滅這個奪取力量的邪惡氣息了。
QUEST_20180827_010225	是阿，原來如此。你能來到這裡就代表了這個地方所有的陷阱都被解除了。{nl}如此一來，我和之後的人們都不會在受傷，安全的回去了。
QUEST_20180827_010226	很好，現在停止了所有的保護裝置，應該可以將防禦裝置給停止了。
QUEST_20180827_010227	現在不用在擔心之前阻礙我們前進的那些陷阱了。{nl}能夠如此安心的只要專心掃蕩，心情真是舒服。
QUEST_20180827_010228	你擊倒賽拉禮斯了啊！找到鑰匙了嗎？{nl}
QUEST_20180827_010229	這樣鑰匙就都收集齊了，{nl}現在能前往21層了，我會先去準備的，請到21層升降機前來。
QUEST_20180827_010230	現在剩下的就是無處可逃的依克拉斯所在的21層了，{nl}快點移動吧！
QUEST_20180827_010231	多虧有啟示者的幫忙，我已在適於進行監視的第3展望台建構好陣地了，{nl}首先先到陣地那裡再說吧，這裡敵人太多不適宜對話。
QUEST_20180827_010232	你擊倒依克拉斯了！{nl}那找到啟示了嗎？{nl}
QUEST_20180827_010233	這樣啊..{nl}現在真的都結束了..我們獲勝了。{nl}
QUEST_20180827_010234	看來我們得先讓疲憊的團員們休息，那麼我們就先回陣地再說吧。
QUEST_20180827_010235	正在想飛過來的箭雨都停了，原來是將防禦裝置給停止了啊！
QUEST_20180827_010236	謝謝你將防禦裝置給停止了，現在暫時先在這裡給團員們整頓的時間。{nl}這段時間，我們來討論一下接下來要做的事情，請到這邊來。
QUEST_20180827_010237	長老赫尼卡
QUEST_20180827_010238	為了來到這裡而拼命戰鬥，真是辛苦你了。{nl}
QUEST_20180827_010239	但是接下來就無法在前進了，你必須在這裡死掉。
QUEST_20180827_010240	別擔心，痛苦只是一瞬間而已。{nl}反正死了之後你也感受不到任何的痛苦！
QUEST_20180827_010241	竟然會在這裡遇到你，赫尼卡！{nl}這個狡猾的傢伙，你又想耍什麼花樣！
QUEST_20180827_010242	在這裡製造出散發毒氣的是你幹的好事嗎！{nl}你知道有多少團員因為你而受到了痛苦嗎！
QUEST_20180827_010243	來到這裡了啊，巴伊爾。是啊…很多傢伙都死掉了…{nl}可是這些都是為了遵守依克拉斯崇高的目的所必須要做的事情！{nl}
QUEST_20180827_010244	妨礙的傢伙們，我會在這裡把你們都殺掉的！
QUEST_20180827_010245	完全瘋了啊，赫尼卡這個傢伙…{nl}你這個披著人皮的傢伙，我會讓你付出代價的！
QUEST_20180827_010246	全員注意！{nl}在這個地方，造成同伴們生命危險的赫尼卡正在逃跑！
QUEST_20180827_010247	全員都給我去追赫尼卡！不知道這傢伙會做出什麼事情，大家要小心！{nl}另外，有些話要從這傢伙口中打聽，以抓住他為優先行動，立刻去追捕吧！
QUEST_20180827_010248	啟示者，赫尼卡是一個卑鄙的傢伙。{nl}放任他不管的話，一定會耍更多的花招！{nl}
QUEST_20180827_010249	我們抵抗軍會負責追補赫尼卡。{nl}啟示者你就負責消滅赫尼卡召喚的那些魔族。
QUEST_20180827_010250	你來了啊…非常抱歉，這裡瀰漫著一股令人毛骨悚人的濃厚氣息，因此沒辦法行動。{nl}其他團員們也是無法動彈…我們不能倒在這種地方說…
QUEST_20180827_010251	事情我已經聽說了，你不要嚇到了。{nl}我是夏班史達長老的其中一位，名叫阿達育斯。{nl}
QUEST_20180827_010252	從你們擁有的赫尼卡鑰匙上聽到了奇特的聲音，確認後，就聽到你們的聲音了。{nl}看樣子你們也是因為邪惡的氣息而無法動彈吧。{nl}
QUEST_20180827_010253	受到你們攻擊而感受到危險的依克拉斯，啓動產生的邪惡氣息，我也是無法動彈。{nl}你們不是應該要去消滅依克拉斯嗎？{nl}
QUEST_20180827_010254	我想要做一個交易，我告訴你們解除這裡防禦裝置的方法。{nl}然後你們幫助我離開星之塔。
QUEST_20180827_010255	是叫我們相信這種可疑的交易嗎？
QUEST_20180827_010256	是啊…我知道你們不會輕易的相信。{nl}但是我與你們手上鑰匙的主人不同，那個沒有什麼想法跟隨依克拉斯的赫尼卡。{nl}
QUEST_20180827_010257	我因為被權力蒙蔽了雙眼，去說服其他的長老，成為了依克拉斯的走狗。{nl}但是依克拉斯卻與魔族進行了交易，將夏班史達、長老，甚至是自己本身…{nl}
QUEST_20180827_010258	為了達成自己的目的，而將大家都變成了怪物。
QUEST_20180827_010259	等等…剛剛說了什麼？都變成了怪物？該不會…
QUEST_20180827_010260	是的，那個瘋子把團員全部都變成了魔族。{nl}包含了我和我的部下也都一樣。{nl}
QUEST_20180827_010261	現在和我在一起的人，都是從依克拉斯的手上逃跑出來的團員。{nl}如果不相信我的話，至少為了這些人，是否能夠幫忙一下。{nl}
QUEST_20180827_010262	如果幫我逃生的話，我就會告訴你現在上面發生的事情和一些需要注意的事項。{nl}然後我們從這裡出來之後，會去其它地方隱居生活的。
QUEST_20180827_010263	啟示者，老實說雖然我覺得阿達育斯的交易有點古怪…{nl}但是有關星之塔的現況，我們知道的實在是太少了。{nl}
QUEST_20180827_010264	就像剛才赫尼卡準備了毒氣陷阱一樣，我們並不知道上面還有些什麼東西。{nl}雖然我認為這是他的計謀，但繼續這樣下去的話，就什麼事情都不能做了。{nl}
QUEST_20180827_010265	我覺得先答應他，然後隨時保持警惕的按照他所要求的去幫忙好了。
QUEST_20180827_010266	現在開始要仔細聽我所說的話。{nl}依克拉斯將從魔族那裡得到的裝置，設置在第21層的展望台周圍。{nl}
QUEST_20180827_010267	有關這個裝置的原理我也不太清楚。{nl}但是這個裝置將夏班史達的人都變成了魔族。
QUEST_20180827_010268	我在想這裡瀰漫的邪惡氣息跟裝置散發出的氣息有可能是類似的東西。{nl}只要那個裝置持續運轉下去，星之塔裡的所有人都會繼續產生變化的。{nl}
QUEST_20180827_010269	絕對不能發生那樣的事情。{nl}如果無法擋住那個的話，你們也會開始慢慢瘋掉變成魔族的。
QUEST_20180827_010270	我知道現在後悔已經晚了，但我自己還是有在懺悔，之後我會找個地方隱居的。{nl}巴伊爾，剛才我有把鑰匙交給你了。{nl}
QUEST_20180827_010271	還有很多的東西要收集。{nl}但如果是你們的話，我相信一定可以做到的。{nl}
QUEST_20180827_010272	雖然我覺得罪人不適合講這種話。{nl}但我還是要如此的拜託你們。{nl}
QUEST_20180827_010273	希望你們能找回星之塔，不要再有那些受痛苦的人了。
QUEST_20180827_010274	我是抱著這樣的覺悟來到這裡的。{nl}我一定會從那些墮落者的手中奪回這個神聖的星之塔。
QUEST_20180827_010275	阿達育斯有交給我一把鑰匙。{nl}為了前往依克拉斯所在的第21層展望台，聽說需要有這把鑰匙。
QUEST_20180827_010276	他留下來的訊息是位於第20層防禦裝置的解除方法和給我的這把鑰匙。{nl}還有從第20層前往第21層的方法。{nl}
QUEST_20180827_010277	關於這個要先跟啟示者你討論一下。
QUEST_20180827_010278	依克拉斯！你這個卑鄙的傢伙，團長這個位置有對你重要到犧牲團員們的生命嗎！
QUEST_20180827_010279	夏班史達團長依克拉斯
QUEST_20180827_010280	哎呀，這是誰啊，這不是我們的抵抗軍總司令官嗎？{nl}你能夠來到這裡，真是厲害。{nl}
QUEST_20180827_010281	但想要繼續往前走，對你們來說覺得會很容易嗎？
QUEST_20180827_010282	哈哈哈，這種也叫做是攻擊嗎？{nl}身為抵抗軍的總司令官，竟然以這種攻擊來小看我，真是令人失望阿。{nl}
QUEST_20180827_010283	小毛頭，你要知道何謂等級的差距。{nl}因為你不是我的對手。{nl}
QUEST_20180827_010284	在這裡努力的掙扎吧！
QUEST_20180827_010285	長老赫尼卡被愚蠢的巴伊爾給抓住，長老阿達育斯背叛了我。{nl}而長老賽拉禮斯被你這傢伙給一擊殺死了。
QUEST_20180827_010286	對，全部都是因為你這個傢伙。{nl}事情會變成這樣，還有那些抵抗軍能夠來到這裡！{nl}
QUEST_20180827_010287	因為你這個啟示者還是什麼的傢伙，把我的計劃全都給搞砸了！！{nl}但也到此為止了，我要將你這傢伙在這裡徹底的毀滅掉！
QUEST_20180827_010288	從一開始預知到現在超過千年的時間，我的等待也已接近了尾聲。{nl}不是幻影和殘像，距離我們實際見面的日子已經不遠了。{nl}
QUEST_20180827_010289	以守護者們的整個人生和我的犧牲，守住了自己本身的痛苦。{nl}因救援者你的辛苦和努力，千年的安排終於要開花結果了。{nl}
QUEST_20180827_010290	雖然還無法斷定勝利。{nl}但如果你沒有讓我和守護者們白白犧牲的話，一定會成功勝利的。{nl}
QUEST_20180827_010291	但遺憾的兩件事是，不管最後結局如何，我的姊妹吉特涅都會犧牲。{nl}然後儘管做出了這樣的犧牲，結果這場戰鬥只是才過了一個難關而已。{nl}
QUEST_20180827_010292	吉特涅在魔族裡，並不是唯一的魔神。{nl}比吉特涅序列還要低的魔神還有五位。{nl}
QUEST_20180827_010293	和這五位魔神的戰鬥，也就是這件事情結束後會開始的。{nl}歷經千年的歲月，以人類王國為中心的場所。{nl}
QUEST_20180827_010294	那裡就是留有最後啟示的地方。{nl}也是成為我們和敵人結束與開始戰鬥的第一個戰場。
QUEST_20180827_010295	周圍發現了閃耀的東西，來靠近觀察看看吧。
QUEST_20180827_010296	我等你很久了。{nl}還好你平安無事的來到這裡。{nl}
QUEST_20180827_010297	為了從這裡移動到下個區域，接下來需要解開密碼。{nl}雖然我想跟你們說明解開的方法，但為了計劃的成功，時間有點緊迫。{nl}
QUEST_20180827_010298	仔細觀察這周圍的話，除了你們來的這條路之外，還有兩條通往不同房間的路。{nl}分別是通往下面房間和右邊書庫的路。{nl}
QUEST_20180827_010299	在那兩個地方找到線索之後，將線索使用在我後面的密碼柱上。{nl}如果是正確答案，傳點就會打開來的。{nl}
QUEST_20180827_010300	有關獲取線索和解開密碼的方法，我有事先在後方準備一份說明書。{nl}透過說明書可以確認在這裡要做些什麼事情。{nl}
QUEST_20180827_010301	那麼在等待你們回來的時間，我就先跟哈勃克一起集中精神在將這裡的防禦無效化上面。{nl}請你們不要太晚回來。
QUEST_20180827_010302	密碼柱
QUEST_20180827_010303	請選擇要放置的書籤。
QUEST_20180827_010304	看來其他的人還沒有準備好。{nl}等其他人準備好之後就可以馬上出發了。
QUEST_20180827_010305	其他的冒險家還沒有到來。{nl}因為這件事情非常重要，等其他人都集合之後就可以開始了。
QUEST_20180827_010306	說明書
QUEST_20180827_010307	在下面的房間會告訴你什麼顏色的書籤要放置在第幾個密碼柱上。{nl}在那裡可以看到4個魔力核和其中間的魔族們。{nl}
QUEST_20180827_010308	中間的魔族擁有跟其他魔族不同的力量。{nl}用肉眼可以很明顯的辨別出來。{nl}
QUEST_20180827_010309	將中間出現的那些魔族，各個引誘到魔力核那邊。{nl}這樣魔力核就會將魔族吞噬之後吸收牠們的魔力。{nl}
QUEST_20180827_010310	如此不斷的重覆引誘魔族消滅之後，魔力核就會提供訊息給你們大家。{nl}魔力核吸收一定的量時會出現一些徵兆，這時請靠近魔力核看看。
QUEST_20180827_010311	右邊的書庫可以看到另外擺放的讀書台和整齊排列的25個書桌。{nl}請先去另外擺放的讀書台確認其數字。{nl}
QUEST_20180827_010312	那裡有著你需要知道的數字。{nl}請解開那些數字所代表的意義，然後搜索這些書桌。{nl}
QUEST_20180827_010313	搜索到正確的書桌時就可以獲得書籤。{nl}收集完全部的書籤之後，請將正確的書籤放置在密碼柱上。
QUEST_20180827_010314	拿著從右邊書庫所收集到的書籤，前往上面的4個密碼柱。{nl}一個密碼柱只能擺放一張書籤。{nl}
QUEST_20180827_010315	將全部書籤都按照正確的順序擺放時，傳點就會打開來。{nl}接著透過那個傳點就可以過來了。{nl}
QUEST_20180827_010316	順序錯誤時，因為密碼柱的保護機制，會暫時無法使用。{nl}即使順序錯誤，也不會進行重置，但還是請小心謹慎的放置。{nl}
QUEST_20180827_010317	如果想要知道書籤正確放置的順序，請前往下面的房間。{nl}在那裡可以得到書籤順序的線索。
QUEST_20180827_010318	請選擇想要確認的內容。
QUEST_20180827_010319	幸好陷阱啟動的範圍非常明顯，應該不會太難躲避。{nl}請小心不要被魔族引誘而觸碰到陷阱。
QUEST_20180827_010320	抵抗軍阿爾卡迪尤斯
QUEST_20180827_010321	啊，啟示者！歡迎歡迎！我等你很久了。{nl}嗯？你問我是誰，為什麼會在這裡一直等待啟示者你嗎？{nl}
QUEST_20180827_010322	哈哈哈，我認為你應該記不得了。{nl}因為實際上你應該沒有認真看過我的臉。{nl}
