QUEST_LV_0400_00000000_000000	UTF-8-DOM問題迴避用
QUEST_LV_0400_20190419_005070	要是你在周遭的魔族身上找到類似命令書的東西，請收集一些帶給我。{nl}越多越好，那我等你的消息。
QUEST_LV_0400_20190419_005071	魔族語是我在進入夏班史達之前，向家鄉的主教學的。{nl}他真的是一位了不起的人，替人著想且慈悲為懷。
QUEST_LV_0400_20190419_005072	謝謝你！我馬上解讀你帶來的命令書。{nl}這段時間，希望啟示者能再幫忙我一件事。
QUEST_LV_0400_20190419_005073	雖然得知命令書的內容有很大的幫助，但光靠這個，還是有查不到的事情。{nl}尤其只靠口傳的內容更是如此。{nl}
QUEST_LV_0400_20190419_005074	既然啟示者你來了，我打算試試看更準確地知道魔族在計劃什麼的方法。{nl}那就是，偽裝成魔族。{nl}
QUEST_LV_0400_20190419_005075	我聽說德魯伊大師是變身術的奇才。{nl}你能幫忙問問看，該怎麼偽裝為魔族嗎？{nl}
QUEST_LV_0400_20190419_005076	如果你肯答應我們的請求，我相信你一定會給出什麼答案的。
QUEST_LV_0400_20190419_005077	嗯？變身成魔族的方法嗎？{nl}為什麼要突然問這個呢？{nl}
QUEST_LV_0400_20190419_005078	原來如此，竟然發生了那種事情...{nl}那我就把這個變身試劑瓶交給你好了。{nl}
QUEST_LV_0400_20190419_005079	這瓶中含有我所研究的變身技術。{nl}雖然還在測試的階段，但效果是可以保證的。{nl}
QUEST_LV_0400_20190419_005080	先回想最近看到的魔族長相，喝下後就可以變身為那個魔族。{nl}希望這能為他們帶來力量，趕快拿去吧。
QUEST_LV_0400_20190419_005081	希望德魯伊大師能給予我們幫助…
QUEST_LV_0400_20190419_005082	用這個就可以變身為魔族了嗎？{nl}最近看到的魔族啊...{nl}
QUEST_LV_0400_20190419_005083	這樣的話，變身為管理這周圍魔族的班特勒會比較好。{nl}如此一來，得到魔族們的情報就更容易了。
QUEST_LV_0400_20190419_005084	只要能夠幫助到那裡的人們，我就很高興了。{nl}對了！如果可以的話，之後再告訴我喝下試劑瓶後的感覺如何，因為有助於我的研究。
QUEST_LV_0400_20190419_005085	那麼接下來就來使用這個試劑瓶吧。{nl}希望你能用這個變身為班特勒後，向班特勒們探聽情報。{nl}
QUEST_LV_0400_20190419_005086	到時候希望你能將這些探聽到的情報再傳達給我。{nl}我可以拜託你嗎？
QUEST_LV_0400_20190419_005087	雖然知道這是很危險的方式，但我認為這是最適合觀察和了解敵人動向的方法。{nl}那麼就拜託你了。
QUEST_LV_0400_20190419_005088	啊，你回來了嗎？{nl}我剛從團員們那裡聽了些事情後過來，正好指令書的情報也收集完畢了。{nl}你聽到了些什麼事情呢？{nl}
QUEST_LV_0400_20190419_005089	什麼？你說報喪女妖BOSS要親自上場？{nl}這些傢伙是想利用這次的攻擊將一切都結束掉嗎？{nl}
QUEST_LV_0400_20190419_005090	事態突然變得嚴重了。{nl}我得趕快把這件事情告訴大家。
QUEST_LV_0400_20190419_005091	首先，把你聽到的內容轉達給我左邊的團員。{nl}他是個判斷事情迅速的團員，會立即點燃烽火台告訴大家的。{nl}
QUEST_LV_0400_20190419_005092	之後，請去找巴林威爾85水域的抗軍副官班賈米那斯。{nl}他是過去和我一起做事的夥伴。{nl}
QUEST_LV_0400_20190419_005093	他曾經在這裡工作過，如果把目前情況告訴他的話，肯定會幫助你的。{nl}我會在這裡和團員們一起準備防禦，那麼就拜託你了。
QUEST_LV_0400_20190419_005094	這是一場生死攸關的戰鬥，或許我們所有團員都會死掉。{nl}但是我們一定要贏，不，為了大家我們只有贏這個選項而已。
QUEST_LV_0400_20190419_005095	抗軍副官班賈米那斯
QUEST_LV_0400_20190419_005096	這不是啟示者嗎？{nl}找我有什麼事...{nl}
QUEST_LV_0400_20190419_005097	你說什麼？怎麼會...{nl}那裡倒塌的話，包含星之塔在內的很多地方都會有危險的！{nl}
QUEST_LV_0400_20190419_005098	詳細的情況我清楚了，看來他也是很努力的再撐下去…{nl}如果是這種情況，我們一定也要幫忙的。{nl}
QUEST_LV_0400_20190419_005099	我先把這件事情跟司令官報告，然後集合團員們去支援你們。{nl}如果在我們到達之前，總攻擊就開始的話，希望你們可以堅持到我們到達為止。
QUEST_LV_0400_20190419_005100	回來了啊？他有答應說要幫忙嗎？{nl}
QUEST_LV_0400_20190419_005101	原來如此...這樣我就放心了。剩下的就是努力撐到他們的到來...{nl}啟示者，非常的感謝你。多虧你，我們才可以走到這一步。{nl}
QUEST_LV_0400_20190419_005102	現在剩下的就是阻止魔族的總攻擊了。{nl}或許這會是我們的最後，即便如此...你還願意跟我們一起戰鬥嗎？
QUEST_LV_0400_20190419_005103	要是沒有人來支援的話，我們應該就死定了。{nl}眾多團員們所累積的疲勞與痛苦，還有對魔族不斷來襲的恐懼。{nl}
QUEST_LV_0400_20190419_005104	但是我們堅持下來了，像這樣都還活著。{nl}這都是多虧了啟示者和抵抗軍大家的幫忙。{nl}
QUEST_LV_0400_20190419_005105	謝謝，多虧啟示者你，我們才能守護住這個地方。{nl}之後只要抵抗軍繼續幫忙的話，這裡會很安全的。{nl}
QUEST_LV_0400_20190419_005106	接下來我要去照顧受傷的部下了，等他們都康復之後，我會重新任命他們守護這裡的。{nl}所以啟示者你就把這裡交給我們，繼續往前進吧。{nl}
QUEST_LV_0400_20190419_005107	請依照你正直的信念，去尋找女神的啟示，拯救這混亂的世界吧。{nl}拜託你了。
QUEST_LV_0400_20190419_005108	受傷士兵的靈魂
QUEST_LV_0400_20190419_005109	快逃跑吧...待在這裡...很危險的...{nl}他們要來了...趁他們來之前趕快…
QUEST_LV_0400_20190419_005110	你...很強啊...{nl}謝謝你救了我…
QUEST_LV_0400_20190419_005111	王國士兵的靈魂
QUEST_LV_0400_20190419_005112	現在穩定多了，再一次的謝謝你幫助我。{nl}但是剛剛擊退他們的餘波，應該已經傳遍到這整個地方了。{nl}
QUEST_LV_0400_20190419_005113	如果這周圍有魔族的話，肯定不會放過你的。{nl}不，說是魔族也不太對，因為有可能是和剛才一樣，本來就是善良的靈魂...{nl}
QUEST_LV_0400_20190419_005114	這裡是自古以來就隱藏著邪惡氣息的詛咒之地。{nl}但受神樹的影響，邪惡氣息的力量非常微弱。{nl}
QUEST_LV_0400_20190419_005115	但你也知道神樹之日之後，神樹開始爆走，這時隱藏的邪惡氣息就跑出來外面了。{nl}這氣息除了侵蝕這裡的人類外，還擴散到魔族，甚至是所有的生命體。{nl}
QUEST_LV_0400_20190419_005116	被氣息侵蝕的生命體，開始像被詛咒一樣慢慢的瘋掉，接著像是被氣息控制般的開始動作。{nl}為了避免被氣息感染到，我不斷的逃跑，但像剛才...真的是很危險。{nl}
QUEST_LV_0400_20190419_005117	要不是有你，現在的我肯定...{nl}請問...你是誰？在這種邪惡氣息中，你好像一點感覺都沒有。{nl}
QUEST_LV_0400_20190419_005118	你說你是啟示者？原來如此…那麼，也許...{nl}如果是你的話，也許能夠拯救這個地方。{nl}
QUEST_LV_0400_20190419_005119	光靠我一個人是很困難的事情。{nl}你能幫我抑制這裡的邪惡氣息，拯救這裡受痛苦的大家嗎？
QUEST_LV_0400_20190419_005120	謝謝，真的是非常的謝謝你。{nl}我想要找一種雖然比不上神樹之力，但可以抑制一定程度邪惡氣息的方法。{nl}
QUEST_LV_0400_20190419_005121	還有可以淨化被侵蝕的生命體，讓它們能成佛的方法。{nl}但是我被束縛在這裡無法移動。{nl}
QUEST_LV_0400_20190419_005122	你可以幫我去找，了解此現像而且又能解決的人嗎？{nl}如果是他們的話，我想應該能給一些解決的辦法。
QUEST_LV_0400_20190419_005123	先去找道士大師問問看，有沒有解決此現像的方法吧。
QUEST_LV_0400_20190419_005124	關於那塊地我有聽說過。{nl}但遺憾的是，就算是我也無法完全消除那裡的氣息。{nl}
QUEST_LV_0400_20190419_005125	不過我可以讓那些被邪惡氣息侵蝕的它們成佛。{nl}
QUEST_LV_0400_20190419_005126	這個是我做的淨化符。{nl}如果發現有什麼東西再散發出邪惡氣息，就把它貼在那裡。{nl}
QUEST_LV_0400_20190419_005127	應該會有某種程度上的效果。{nl}然後這種事情，比起我，驅魔師大師應該會更了解。{nl}
QUEST_LV_0400_20190419_005128	你要去問看看他嗎？{nl}說不定會給你一個滿意的答案。
QUEST_LV_0400_20190419_005129	道士大師說去找驅魔師大師問看看。{nl}去聽聽看他怎麼說吧。
QUEST_LV_0400_20190419_005130	請去找驅魔師大師。{nl}肯定會有所幫助的。
QUEST_LV_0400_20190419_005131	不管用什麼方法，只要能淨化這氣息的話...{nl}大家應該就能夠安息了..
QUEST_LV_0400_20190419_005132	那些可憐靈魂們受痛苦的聲音連這裡都聽到了。{nl}那個地方的邪惡氣息，我們這裡也都很了解。{nl}
QUEST_LV_0400_20190419_005133	為了徹底的消除邪惡氣息，必須要尋找其源頭。{nl}但這將會是一個很難的工作，如果你還願意去做，就請收下這些吧。{nl}
QUEST_LV_0400_20190419_005134	一個是淨化的聖水，讓可憐的靈魂們吐出詛咒後，噴灑這個的話就會被淨化成佛。{nl}還有另一個是我拜託雕刻師大師所製作的小型女神像。{nl}
QUEST_LV_0400_20190419_005135	這尊女神像蘊含著我和雕刻師大師的力量。{nl}請將這尊女神像設置在看起來是散發出邪惡氣息的源頭。{nl}
QUEST_LV_0400_20190419_005136	那麼這尊女神像在一定程度上會抑制住邪惡氣息的。
QUEST_LV_0400_20190419_005137	你來了啊，有得到些什麼消息嗎？{nl}
QUEST_LV_0400_20190419_005138	原來如此，如果是邪惡氣息的源頭，我有懷疑的地方。{nl}但為了要去那裡，需要先打開一扇門，而打開那扇門的裝置則由眾多的魔族守護著。{nl}
QUEST_LV_0400_20190419_005139	雖然我相信啟示者你一定可以打倒它們後直接過去...{nl}但正如兩位大師所說的，我也希望這裡的大家能從邪惡氣息中得到安息。{nl}
QUEST_LV_0400_20190419_005140	雖然會有點麻煩，但為了它們，希望你能夠不要馬上過去，先幫我一下。{nl}首先來使用看看道士大師所給的淨化符。{nl}
QUEST_LV_0400_20190419_005141	這周圍有釋放出邪惡氣息的一些碑石。{nl}請將淨化符貼在那些碑石上，阻止邪惡氣息的擴散。{nl}
QUEST_LV_0400_20190419_005142	貼在碑石時，周圍不時會出現一些為了要消滅淨化符而進行攻擊的生物。{nl}請注意安全，小心行動。
QUEST_LV_0400_20190419_005143	希望大師們給予的幫助，對抑制這裡的邪惡氣息有效..
QUEST_LV_0400_20190419_005144	淨化符的效果如何？有效嗎？{nl}
QUEST_LV_0400_20190419_005145	原來如此，不過受痛苦的人還是有減少了很多，這也是很值得慶幸的事情。{nl}但為了剩下的那些仍然在受苦的人，我要再拜託你一件事。
QUEST_LV_0400_20190419_005146	剛才你也看到了，魔族之中有一些是我的同伴，它們是受到氣息侵蝕後而變異的。{nl}我想要拯救那些同伴。{nl}
QUEST_LV_0400_20190419_005147	請使用驅魔師大師所給的淨化的聖水，將邪惡氣息淨化後，讓我的同伴們成佛吧。{nl}正如驅魔師大師所說的，因為侵蝕的非常嚴重，要先將氣息去除後才可以施展淨化，所以有必要先讓它變得虛弱一點。
QUEST_LV_0400_20190419_005148	希望那些受苦的同伴們透過這次機會，大家都能夠順利的成佛。
QUEST_LV_0400_20190419_005149	謝謝你，它們現在肯定都能好好休息了。{nl}另外，現在前往裝置的路上，應該也會變得很輕鬆了。{nl}
QUEST_LV_0400_20190419_005150	那麼，接著就來說明前往抑制邪惡氣息的相關事項。
QUEST_LV_0400_20190419_005151	從這裡一直往上走，就能看到多功能廣場。{nl}那裡有一個裝置，可以開啟教官專用研究室的門，那個研究室被認為是邪惡氣息的源頭。{nl}
QUEST_LV_0400_20190419_005152	但是，為了打開這個裝置，需要先消除三重包圍的防禦網。{nl}消除防禦網，啟動裝置後，門就會立即打開的。{nl}
QUEST_LV_0400_20190419_005153	然後將驅魔師大師所給的小型女神像，放置在散發出邪惡氣息的地方就可以了。{nl}但是，我不知道該怎麼解除防禦網。{nl}
QUEST_LV_0400_20190419_005154	而且成為邪惡氣息源頭的某個東西，說不定已經查覺到我們的目的，打算要妨礙我們。{nl}我能告訴你的也只有這些，很抱歉沒辦法成為你的力量。{nl}
QUEST_LV_0400_20190419_005155	我很怨恨這樣無能為力的自己。但是我真的衷心期望著。{nl}啟示者，拜託你了，請一定要結束這因邪惡氣息而產生的悲劇。
QUEST_LV_0400_20190419_005156	很抱歉都沒有提供什麼幫助，反而一直再拜託你。{nl}可是，我現在能依靠的只剩啟示者你了。那..就拜託你了。
QUEST_LV_0400_20190419_005157	怎麼樣了？氣息...消失了嗎？{nl}
QUEST_LV_0400_20190419_005158	這樣啊，看來這股氣息還沒有完全消失。{nl}但多虧了你，很多的靈魂不用再受苦了，真的是非常感謝。{nl}
QUEST_LV_0400_20190419_005159	話說回來，那股氣息的源頭竟然不是那裡...那到底...{nl}我要找到這股邪惡氣息的源頭，然後親眼看到氣息消失...這樣感覺我才能夠成佛。{nl}
QUEST_LV_0400_20190419_005160	在那一天到來之前，我打算要幫助其它靈魂，不讓它們受到氣息的侵蝕。{nl}看到了你的勇氣後，讓我決定應該要為這裡做一點有用的事情。{nl}
QUEST_LV_0400_20190419_005161	如果之後有找到可以消除邪惡氣息的線索，請隨時回來這邊。{nl}任何線索都可以，希望早日趕快結束這場悲劇。{nl}
QUEST_LV_0400_20190419_005162	希望你今後的旅程也都充滿了女神的加護。{nl}真的很謝謝你幫助我。
QUEST_LV_0400_20190419_005163	抗軍副官安塔妮娜
QUEST_LV_0400_20190419_005164	喂，那裡，等一下。你不是傳聞中的啟示者嗎？{nl}竟然會在這遇到你，看來我真的很幸運？{nl}
QUEST_LV_0400_20190419_005165	什麼啊？露出那種討厭的眼神。總之...啊，我還沒有介紹我自己。{nl}我叫安塔妮娜，隸屬於抵抗軍，是管理抵抗軍機動隊其中一小隊的副官。{nl}
